%Training dataset,Shuffle number,Training epochs,Detector epochs (TD only),pcutoff,train rmse,train rmse_pcutoff,train mAP,train mAR,test rmse,test rmse_pcutoff,test mAP,test mAR
0.95,0,60,-1,0.6,1.94,1.89,100.0,100.0,2.44,2.31,100.0,100.0
