step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
251,,,,,0.00014834773901384324,0.018765131011605263,0.0005433022161014378,0.0005433022161014378,,,,
252,,,,,0.0001377312291879207,0.018857883289456367,0.000540312728844583,0.000540312728844583,,,,
253,,,,,0.0001410283293807879,0.017248235642910004,0.0005017200601287186,0.0005017200601287186,,,,
254,,,,,0.00016373858670704067,0.02914568781852722,0.0008105114684440196,0.0008105114684440196,,,,
255,,,,,0.00014077220112085342,0.017570210620760918,0.0005096413660794497,0.0005096413660794497,,,,
256,,,,,0.00013801499153487384,0.017658013850450516,0.0005104578449390829,0.0005104578449390829,,,,
257,,,,,0.00015975747373886406,0.025321299210190773,0.0007129112491384149,0.0007129112491384149,,,,
258,,,,,0.00014705531066283584,0.02383902110159397,0.0006695031770505011,0.0006695031770505011,,,,
259,,,,,0.00015611147682648152,0.023996742442250252,0.0006779743125662208,0.0006779743125662208,,,,
260,0.0001334578264504671,0.036530666053295135,0.0009799955878406763,0.0009799955878406763,0.00014652477693744004,0.017652589827775955,0.000514577142894268,0.000514577142894268,100.0,100.0,2.329602314875676,2.329602314875676
261,,,,,0.00014234129048418254,0.01848052628338337,0.000533183803781867,0.000533183803781867,,,,
262,,,,,0.00015388577594421804,0.0245867520570755,0.0006916116108186543,0.0006916116108186543,,,,
263,,,,,0.00012880463327746838,0.017970027402043343,0.0005136530380696058,0.0005136530380696058,,,,
264,,,,,0.0001362473121844232,0.020469574257731438,0.0005798630299977958,0.0005798630299977958,,,,
265,,,,,0.00014471757458522916,0.018558064475655556,0.000536310370080173,0.000536310370080173,,,,
266,,,,,0.00013398278679233044,0.01627109758555889,0.00047376882866956294,0.00047376882866956294,,,,
267,,,,,0.0001433320576325059,0.019937578588724136,0.0005701055051758885,0.0005701055051758885,,,,
268,,,,,0.00013596964708995074,0.01930299773812294,0.0005505597218871117,0.0005505597218871117,,,,
269,,,,,0.00013732409570366144,0.01800226792693138,0.000518718792591244,0.000518718792591244,,,,
270,0.00013574397598858923,0.03651094809174538,0.000980645650997758,0.000980645650997758,0.00012981222243979573,0.017613576725125313,0.0005052455235272646,0.0005052455235272646,100.0,100.0,2.302601594191331,2.302601594191331
271,,,,,0.00014089734759181738,0.01823253370821476,0.000526262039784342,0.000526262039784342,,,,
272,,,,,0.00013955312897451222,0.018218370154500008,0.0005252358969300985,0.0005252358969300985,,,,
273,,,,,0.00016624903946649283,0.02495197206735611,0.0007069238345138729,0.0007069238345138729,,,,
274,,,,,0.00014446958084590733,0.01921934261918068,0.0005527183529920876,0.0005527183529920876,,,,
275,,,,,0.00015070247172843665,0.02015230990946293,0.0005791590083390474,0.0005791590083390474,,,,
276,,,,,0.0001317417627433315,0.01924140751361847,0.0005469060270115733,0.0005469060270115733,,,,
277,,,,,0.00014423503307625651,0.019861677661538124,0.0005686595104634762,0.0005686595104634762,,,,
278,,,,,0.00012685402180068195,0.015287591144442558,0.00044561680988408625,0.00044561680988408625,,,,
279,,,,,0.00013625199790112674,0.021423645317554474,0.0006037171697244048,0.0006037171697244048,,,,
280,0.00012989097740501165,0.03536335006356239,0.0009490292286500335,0.0009490292286500335,0.0001379567984258756,0.020351074635982513,0.0005777552723884583,0.0005777552723884583,100.0,100.0,2.2501436380239634,2.2501436380239634
281,,,,,0.00013016292359679937,0.01756122335791588,0.0005041120457462966,0.0005041120457462966,,,,
282,,,,,0.00015241661458276212,0.01819361373782158,0.0005310486885719001,0.0005310486885719001,,,,
283,,,,,0.00015922635793685913,0.02425016649067402,0.0006858673878014088,0.0006858673878014088,,,,
284,,,,,0.000139585739816539,0.01825631409883499,0.0005262006889097393,0.0005262006889097393,,,,
285,,,,,0.00014806390390731394,0.020170442759990692,0.0005782929947599769,0.0005782929947599769,,,,
286,,,,,0.0001313276879955083,0.017066173255443573,0.0004923182423226535,0.0004923182423226535,,,,
287,,,,,0.00013704522280022502,0.0190189927816391,0.0005439974484033883,0.0005439974484033883,,,,
288,,,,,0.00013876904267817736,0.01887815073132515,0.0005413382896222174,0.0005413382896222174,,,,
289,,,,,0.00014482064580079168,0.021799951791763306,0.0006174091249704361,0.0006174091249704361,,,,
290,0.00013140912051312625,0.03554975986480713,0.0009544484782963991,0.0009544484782963991,0.00013961151125840843,0.018247606232762337,0.0005259959143586457,0.0005259959143586457,100.0,100.0,2.295551446767954,2.295551446767954
291,,,,,0.00014471486792899668,0.019138753414154053,0.0005508262547664344,0.0005508262547664344,,,,
292,,,,,0.00013655917427968234,0.020324476063251495,0.0005763915251009166,0.0005763915251009166,,,,
293,,,,,0.00016921137284953147,0.0262687299400568,0.000741323980037123,0.000741323980037123,,,,
294,,,,,0.0001442367647541687,0.018433209508657455,0.0005329485866241157,0.0005329485866241157,,,,
295,,,,,0.00015292951138690114,0.021333783864974976,0.000609809358138591,0.000609809358138591,,,,
296,,,,,0.00016846512153279036,0.024760227650403976,0.0007032383000478148,0.0007032383000478148,,,,
297,,,,,0.0001627648452995345,0.02260633558034897,0.0006465408368967474,0.0006465408368967474,,,,
298,,,,,0.00015025498578324914,0.019068419933319092,0.0005518380785360932,0.0005518380785360932,,,,
299,,,,,0.00012791584595106542,0.01865915209054947,0.0005304367514327168,0.0005304367514327168,,,,
300,0.00013183135888539255,0.03624292090535164,0.0009719887748360634,0.0009719887748360634,0.000140117306727916,0.021562181413173676,0.000609113194514066,0.000609113194514066,100.0,100.0,2.3336608593280497,2.3336608593280497
301,,,,,0.0001474784512538463,0.01997058279812336,0.0005730037810280919,0.0005730037810280919,,,,
302,,,,,0.0001376037544105202,0.019757909700274467,0.0005627496284432709,0.0005627496284432709,,,,
303,,,,,0.00014218372234608978,0.021342840045690536,0.0006046628695912659,0.0006046628695912659,,,,
304,,,,,0.0001604544959263876,0.022105000913143158,0.00063285231590271,0.00063285231590271,,,,
305,,,,,0.00014446425484493375,0.02294277772307396,0.0006458015996031463,0.0006458015996031463,,,,
306,,,,,0.00013270879571791738,0.01919551193714142,0.0005462422268465161,0.0005462422268465161,,,,
307,,,,,0.00013653081259690225,0.01931319758296013,0.0005510952905751765,0.0005510952905751765,,,,
308,,,,,0.0001497128396295011,0.021134160459041595,0.0006032104138284922,0.0006032104138284922,,,,
309,,,,,0.00013315776595845819,0.01968698389828205,0.0005587535561062396,0.0005587535561062396,,,,
310,0.00013645536091644317,0.03678519278764725,0.0009878574637696147,0.0009878574637696147,0.00014542730059474707,0.021440986543893814,0.0006087383371777833,0.0006087383371777833,100.0,100.0,2.3010984567495494,2.3010984567495494
311,,,,,0.00013344189210329205,0.018126385286450386,0.0005198805592954159,0.0005198805592954159,,,,
312,,,,,0.0001385272480547428,0.018155265599489212,0.0005231453105807304,0.0005231453105807304,,,,
313,,,,,0.00013699234114028513,0.021648036316037178,0.000609697075560689,0.000609697075560689,,,,
314,,,,,0.00013729528291150928,0.01872636005282402,0.0005368066485971212,0.0005368066485971212,,,,
315,,,,,0.00014753255527466536,0.022478438913822174,0.0006357271922752261,0.0006357271922752261,,,,
316,,,,,0.00014516965893562883,0.019673548638820648,0.0005644235643558204,0.0005644235643558204,,,,
317,,,,,0.00012247632548678666,0.01642071269452572,0.00047175600775517523,0.00047175600775517523,,,,
318,,,,,0.0001483573578298092,0.022473014891147614,0.0006360040861181915,0.0006360040861181915,,,,
319,,,,,0.00013128694263286889,0.017945460975170135,0.0005142800509929657,0.0005142800509929657,,,,
320,0.00013390430831350386,0.03720349073410034,0.0009970393730327487,0.0009970393730327487,0.00012675982725340873,0.017989085987210274,0.0005131070502102375,0.0005131070502102375,100.0,100.0,2.388454877413236,2.388454877413236
321,,,,,0.00012840500858146697,0.017979642376303673,0.0005136935506016016,0.0005136935506016016,,,,
322,,,,,0.00014989932242315263,0.020709147676825523,0.0005926783778704703,0.0005926783778704703,,,,
323,,,,,0.00014959291729610413,0.023023327812552452,0.0006503796321339905,0.0006503796321339905,,,,
324,,,,,0.0001427927491022274,0.02172807604074478,0.0006145982770249248,0.0006145982770249248,,,,
325,,,,,0.00016533714369870722,0.02260715886950493,0.0006478474824689329,0.0006478474824689329,,,,
326,,,,,0.000149532628711313,0.022762196138501167,0.0006438212003558874,0.0006438212003558874,,,,
327,,,,,0.0001304603647440672,0.015143554657697678,0.0004438190662767738,0.0004438190662767738,,,,
328,,,,,0.00013897338067181408,0.01834295690059662,0.0005280605982989073,0.0005280605982989073,,,,
329,,,,,0.00013084000966046005,0.02041097730398178,0.0005756944883614779,0.0005756944883614779,,,,
330,0.00013355116243474185,0.03733484074473381,0.0010001466143876314,0.0010001466143876314,0.00014688752708025277,0.020604675635695457,0.0005885606515221298,0.0005885606515221298,100.0,100.0,2.347126300518329,2.347126300518329
331,,,,,0.00013893278082832694,0.021170180290937424,0.0005987209151498973,0.0005987209151498973,,,,
332,,,,,0.00015019952843431383,0.022581912577152252,0.0006396475364454091,0.0006396475364454091,,,,
333,,,,,0.00016492685244884342,0.02406391128897667,0.0006840612040832639,0.0006840612040832639,,,,
334,,,,,0.00013642101839650422,0.01827913522720337,0.0005251888069324195,0.0005251888069324195,,,,
335,,,,,0.000129704421851784,0.016197068616747856,0.0004697789263445884,0.0004697789263445884,,,,
336,,,,,0.00014859296788927168,0.019347429275512695,0.0005579821881838143,0.0005579821881838143,,,,
337,,,,,0.0001451827702112496,0.020877080038189888,0.0005945183802396059,0.0005945183802396059,,,,
338,,,,,0.00015433307271450758,0.020938755944371223,0.0006006354233250022,0.0006006354233250022,,,,
339,,,,,0.00014254792768042535,0.019641123712062836,0.0005623020115308464,0.0005623020115308464,,,,
340,0.00013414509885478765,0.036344729363918304,0.0009756907820701599,0.0009756907820701599,0.00014245147758629173,0.018896864727139473,0.0005436473875306547,0.0005436473875306547,100.0,100.0,2.169753148005559,2.169753148005559
341,,,,,0.00015289869043044746,0.023032838478684425,0.0006522703915834427,0.0006522703915834427,,,,
342,,,,,0.0001543791004223749,0.020093074068427086,0.0005795164033770561,0.0005795164033770561,,,,
343,,,,,0.00012582408089656383,0.01759408414363861,0.0005027641891501844,0.0005027641891501844,,,,
344,,,,,0.000124563550343737,0.017376964911818504,0.0004967058775946498,0.0004967058775946498,,,,
345,,,,,0.00013222306733950973,0.019997671246528625,0.0005660533206537366,0.0005660533206537366,,,,
346,,,,,0.00015058252029120922,0.022798528894782066,0.0006452545057982206,0.0006452545057982206,,,,
347,,,,,0.00015341471589636058,0.021641675382852554,0.0006177492323331535,0.0006177492323331535,,,,
348,,,,,0.00013879667676519603,0.01758459210395813,0.0005090131890028715,0.0005090131890028715,,,,
349,,,,,0.00012163557403255254,0.014582029543817043,0.0004253685474395752,0.0004253685474395752,,,,
350,0.00013181603571865708,0.03696959838271141,0.0009901479352265596,0.0009901479352265596,0.00012587610399350524,0.016694433987140656,0.00048029894242063165,0.00048029894242063165,100.0,100.0,2.2934366372915416,2.2934366372915416
351,,,,,0.00013795863196719438,0.021470021456480026,0.0006057299324311316,0.0006057299324311316,,,,
352,,,,,0.00013599745579995215,0.018957704305648804,0.0005419413791969419,0.0005419413791969419,,,,
353,,,,,0.00013118222705088556,0.01823173090815544,0.0005213844124227762,0.0005213844124227762,,,,
354,,,,,0.00013304268941283226,0.01937888003885746,0.000550993368960917,0.000550993368960917,,,,
355,,,,,0.00013129436410963535,0.019986974075436592,0.0005653215339407325,0.0005653215339407325,,,,
356,,,,,0.0001257928815903142,0.01604880765080452,0.0004641166306100786,0.0004641166306100786,,,,
357,,,,,0.00014645529154222459,0.017354190349578857,0.0005070823826827109,0.0005070823826827109,,,,
358,,,,,0.00015774319763295352,0.022880785167217255,0.000650891219265759,0.000650891219265759,,,,
359,,,,,0.00012939843873027712,0.019806399941444397,0.0005598592688329518,0.0005598592688329518,,,,
360,0.00013252731878310442,0.03568018972873688,0.0009582684142515063,0.0009582684142515063,0.00015564181376248598,0.022657722234725952,0.0006442639278247952,0.0006442639278247952,100.0,100.0,2.2545722081111026,2.2545722081111026
361,,,,,0.00013893985305912793,0.021491963416337967,0.0006067689973860979,0.0006067689973860979,,,,
362,,,,,0.00014045106945559382,0.023085936903953552,0.0006473739049397409,0.0006473739049397409,,,,
363,,,,,0.00014377919433172792,0.019681625068187714,0.0005639302544295788,0.0005639302544295788,,,,
364,,,,,0.0001540059020044282,0.022937413305044174,0.0006504383636638522,0.0006504383636638522,,,,
365,,,,,0.00013227530871517956,0.019795358180999756,0.0005610215594060719,0.0005610215594060719,,,,
366,,,,,0.0001253165100933984,0.01860533095896244,0.0005277915624901652,0.0005277915624901652,,,,
367,,,,,0.00013194959319662303,0.01742948591709137,0.0005017119692638516,0.0005017119692638516,,,,
368,,,,,0.00014634072431363165,0.020240161567926407,0.0005791744333691895,0.0005791744333691895,,,,
369,,,,,0.00014668054063804448,0.022631360217928886,0.0006391243077814579,0.0006391243077814579,,,,
370,0.00013339798897504807,0.036067042499780655,0.0009683751268312335,0.0009683751268312335,0.00016571552259847522,0.02869623899459839,0.00080026377690956,0.00080026377690956,100.0,100.0,2.279604251568134,2.279604251568134
371,,,,,0.00013628590386360884,0.016030985862016678,0.00046891759848222136,0.00046891759848222136,,,,
372,,,,,0.00015164857904892415,0.020425505936145782,0.0005864619743078947,0.0005864619743078947,,,,
373,,,,,0.00013197465159464628,0.01718464493751526,0.0004956034244969487,0.0004956034244969487,,,,
374,,,,,0.00013275457604322582,0.01904875598847866,0.0005425962153822184,0.0005425962153822184,,,,
375,,,,,0.00014096751692704856,0.01606319472193718,0.00047206360613927245,0.00047206360613927245,,,,
376,,,,,0.00013281065912451595,0.0192174781113863,0.0005468422896228731,0.0005468422896228731,,,,
377,,,,,0.00014057240332476795,0.01754848286509514,0.0005089982878416777,0.0005089982878416777,,,,
378,,,,,0.0001463896915083751,0.02094253897666931,0.000596758327446878,0.000596758327446878,,,,
379,,,,,0.0001350025850115344,0.01939459517598152,0.0005523661966435611,0.0005523661966435611,,,,
380,0.00013538150233216584,0.037149664014577866,0.0009964324999600649,0.0009964324999600649,0.0001334210392087698,0.018028760328888893,0.0005174295511096716,0.0005174295511096716,100.0,100.0,2.2930629436786356,2.2930629436786356
381,,,,,0.00013885404041502625,0.022033706307411194,0.0006202696822583675,0.0006202696822583675,,,,
382,,,,,0.0001382315531373024,0.02013358473777771,0.0005724553484469652,0.0005724553484469652,,,,
383,,,,,0.00015002762665972114,0.021254979074001312,0.0006063883192837238,0.0006063883192837238,,,,
384,,,,,0.00013971541193313897,0.019252806901931763,0.0005511778872460127,0.0005511778872460127,,,,
385,,,,,0.00014753369032405317,0.021317854523658752,0.0006067132344469428,0.0006067132344469428,,,,
386,,,,,0.00013259582919999957,0.01939757540822029,0.0005512372590601444,0.0005512372590601444,,,,
387,,,,,0.0001508469576947391,0.021400723606348038,0.0006104415515437722,0.0006104415515437722,,,,
388,,,,,0.00013492585276253521,0.01696956530213356,0.0004917021142318845,0.0004917021142318845,,,,
389,,,,,0.00012146931112511083,0.015375049784779549,0.0004451109271030873,0.0004451109271030873,,,,
390,0.00013523295638151467,0.0364144891500473,0.0009779788088053465,0.0009779788088053465,0.0001558333169668913,0.022811120375990868,0.0006481946911662817,0.0006481946911662817,100.0,100.0,2.2594657311072717,2.2594657311072717
391,,,,,0.00012739411613438278,0.01734558865427971,0.00049733673222363,0.00049733673222363,,,,
392,,,,,0.00015341403195634484,0.02344556339085102,0.0006628461414948106,0.0006628461414948106,,,,
393,,,,,0.00013671160559169948,0.020950909703969955,0.0005921285483054817,0.0005921285483054817,,,,
394,,,,,0.00012651248835027218,0.016730494797229767,0.00048151862574741244,0.00048151862574741244,,,,
395,,,,,0.0001429167459718883,0.02243359200656414,0.0006322981789708138,0.0006322981789708138,,,,
396,,,,,0.00016829025116749108,0.02565818279981613,0.000725599704310298,0.000725599704310298,,,,
397,,,,,0.0001459555933251977,0.019039254635572433,0.0005489591276273131,0.0005489591276273131,,,,
398,,,,,0.00012444598542060703,0.015182080678641796,0.00044177501695230603,0.00044177501695230603,,,,
399,,,,,0.000151123502291739,0.02133616805076599,0.0006089659873396158,0.0006089659873396158,,,,
400,0.0001354276027996093,0.03793282061815262,0.0010160342790186405,0.0010160342790186405,0.00014229470980353653,0.019034476950764656,0.0005470092874020338,0.0005470092874020338,100.0,100.0,2.3364791870117188,2.3364791870117188
401,,,,,0.00013486352690961212,0.019467681646347046,0.0005541238351725042,0.0005541238351725042,,,,
402,,,,,0.00014407493290491402,0.018177244812250137,0.000526468560565263,0.000526468560565263,,,,
403,,,,,0.00013403470802586526,0.017793379724025726,0.0005118518602102995,0.0005118518602102995,,,,
404,,,,,0.00014686187205370516,0.017502689734101295,0.0005109981866553426,0.0005109981866553426,,,,
405,,,,,0.00014274995191954076,0.017069805413484573,0.0004981200909242034,0.0004981200909242034,,,,
406,,,,,0.0001418765605194494,0.02222488448023796,0.0006265604170039296,0.0006265604170039296,,,,
407,,,,,0.00012514647096395493,0.015723275020718575,0.0004556551284622401,0.0004556551284622401,,,,
408,,,,,0.00014706680667586625,0.021622542291879654,0.000614096992649138,0.000614096992649138,,,,
409,,,,,0.0001234587252838537,0.01485536340624094,0.00043311345507390797,0.00043311345507390797,,,,
410,0.0001323168253293261,0.037624530494213104,0.0010067716939374804,0.0010067716939374804,0.00014120478590484709,0.01899569295346737,0.0005454946658574045,0.0005454946658574045,100.0,100.0,2.3031842158390927,2.3031842158390927
411,,,,,0.00014431579620577395,0.020548010244965553,0.0005858581862412393,0.0005858581862412393,,,,
412,,,,,0.00013151910388842225,0.01769692450761795,0.0005081826238892972,0.0005081826238892972,,,,
413,,,,,0.00013545510591939092,0.019605912268161774,0.0005578753771260381,0.0005578753771260381,,,,
414,,,,,0.0001380239991704002,0.018353670835494995,0.0005278538446873426,0.0005278538446873426,,,,
415,,,,,0.00012647465337067842,0.018136046826839447,0.0005166385089978576,0.0005166385089978576,,,,
416,,,,,0.0001348078076262027,0.01808856800198555,0.000519618159160018,0.000519618159160018,,,,
417,,,,,0.00012215817696414888,0.0150739885866642,0.00043792882934212685,0.00043792882934212685,,,,
418,,,,,0.00013483615475706756,0.020051801577210426,0.0005687131197191775,0.0005687131197191775,,,,
419,,,,,0.00012259716459084302,0.017285890877246857,0.0004934458993375301,0.0004934458993375301,,,,
420,0.0001334099069936201,0.03810873627662659,0.001019423478282988,0.001019423478282988,0.00014113681390881538,0.018157901242375374,0.0005245159845799208,0.0005245159845799208,100.0,100.0,2.412168502807617,2.412168502807617
421,,,,,0.00015816595987416804,0.021406959742307663,0.0006142570055089891,0.0006142570055089891,,,,
422,,,,,0.00013351836241781712,0.019539229571819305,0.0005552398506551981,0.0005552398506551981,,,,
423,,,,,0.00014534643560182303,0.019264258444309235,0.0005542796570807695,0.0005542796570807695,,,,
424,,,,,0.0001362404873361811,0.019095344468951225,0.0005455038626678288,0.0005455038626678288,,,,
425,,,,,0.00013548831338994205,0.016414500772953033,0.0004781066672876477,0.0004781066672876477,,,,
426,,,,,0.00014500731776934117,0.022244920954108238,0.0006286266725510359,0.0006286266725510359,,,,
427,,,,,0.0001297858398174867,0.019432295113801956,0.0005507002933882177,0.0005507002933882177,,,,
428,,,,,0.0001259977143490687,0.015960607677698135,0.00046201402437873185,0.00046201402437873185,,,,
429,,,,,0.00012948483345098794,0.018014267086982727,0.00051509914919734,0.00051509914919734,,,,
430,0.00013281554856803268,0.03625951707363129,0.000972895766608417,0.000972895766608417,0.00013836653670296073,0.017215469852089882,0.0004995700437575579,0.0004995700437575579,100.0,100.0,2.3093123802771935,2.3093123802771935
431,,,,,0.00012855124077759683,0.016116762533783913,0.00046719470992684364,0.00046719470992684364,,,,
432,,,,,0.00014171314251143485,0.016919653862714767,0.0004938478814437985,0.0004938478814437985,,,,
433,,,,,0.00012201618665130809,0.013220667839050293,0.00039152477984316647,0.00039152477984316647,,,,
434,,,,,0.00015492839156650007,0.02189863845705986,0.0006249301950447261,0.0006249301950447261,,,,
435,,,,,0.00011893612099811435,0.016069049015641212,0.00046119431499391794,0.00046119431499391794,,,,
436,,,,,0.0001356661377940327,0.017726413905620575,0.0005109934136271477,0.0005109934136271477,,,,
437,,,,,0.00013951995060779154,0.019340308383107185,0.0005532677168957889,0.0005532677168957889,,,,
438,,,,,0.00014916741929482669,0.019642140716314316,0.0005656371940858662,0.0005656371940858662,,,,
439,,,,,0.00013361538003664464,0.017575152218341827,0.0005061865085735917,0.0005061865085735917,,,,
440,0.0001317834248766303,0.03703884780406952,0.000991862965747714,0.000991862965747714,0.00014024900156073272,0.018811412155628204,0.0005404097610153258,0.0005404097610153258,100.0,100.0,2.351169146024264,2.351169146024264
441,,,,,0.00013298123667482287,0.017344538122415543,0.000500104040838778,0.000500104040838778,,,,
442,,,,,0.00013940274948254228,0.02138974890112877,0.0006044451147317886,0.0006044451147317886,,,,
443,,,,,0.0001282096200156957,0.01619780622422695,0.0004690499627031386,0.0004690499627031386,,,,
444,,,,,0.00013662494893651456,0.01849271170794964,0.0005306302919052541,0.0005306302919052541,,,,
445,,,,,0.00013000506442040205,0.01833251304924488,0.0005233153933659196,0.0005233153933659196,,,,
446,,,,,0.0001401743502356112,0.0186714306473732,0.0005368729471229017,0.0005368729471229017,,,,
447,,,,,0.00013053971633780748,0.017427785322070122,0.0005009645246900618,0.0005009645246900618,,,,
448,,,,,0.0001229785557370633,0.016882188618183136,0.00048354401951655746,0.00048354401951655746,,,,
449,,,,,0.00010987016139551997,0.011567311361432076,0.00034411787055432796,0.00034411787055432796,,,,
450,0.0001312682288698852,0.03637252002954483,0.0009749472374096513,0.0009749472374096513,0.00015762896509841084,0.02326470986008644,0.0006604322115890682,0.0006604322115890682,100.0,100.0,2.20646726168119,2.20646726168119
451,,,,,0.0001353411062154919,0.02076736092567444,0.000586854584980756,0.000586854584980756,,,,
452,,,,,0.00013688627223018557,0.019845595583319664,0.0005645830533467233,0.0005645830533467233,,,,
453,,,,,0.00013490569835994393,0.01919720135629177,0.0005473829223774374,0.0005473829223774374,,,,
454,,,,,0.00014068037853576243,0.016843384131789207,0.0004914248129352927,0.0004914248129352927,,,,
455,,,,,0.0001414735015714541,0.020921416580677032,0.0005937721580266953,0.0005937721580266953,,,,
456,,,,,0.00011534698569448665,0.015216711908578873,0.0004380913160275668,0.0004380913160275668,,,,
457,,,,,0.00013855313591193408,0.021135680377483368,0.0005976685788482428,0.0005976685788482428,,,,
458,,,,,0.0001469808630645275,0.02235417068004608,0.0006323446868918836,0.0006323446868918836,,,,
459,,,,,0.00011402645031921566,0.012468472123146057,0.0003687250427901745,0.0003687250427901745,,,,
460,0.00012887072807643563,0.03609568625688553,0.0009668275597505271,0.0009668275597505271,0.00012958954903297126,0.01659121736884117,0.00047957521746866405,0.00047957521746866405,100.0,100.0,2.3085796649639425,2.3085796649639425
461,,,,,0.00015489688667003065,0.023011693730950356,0.0006527407676912844,0.0006527407676912844,,,,
462,,,,,0.0001489361748099327,0.02060721442103386,0.0005896484362892807,0.0005896484362892807,,,,
463,,,,,0.0001310254738200456,0.016134846955537796,0.00046888389624655247,0.00046888389624655247,,,,
464,,,,,0.00014828616986051202,0.022795189172029495,0.0006440228316932917,0.0006440228316932917,,,,
465,,,,,0.00012953582336194813,0.018695708364248276,0.0005321606295183301,0.0005321606295183301,,,,
466,,,,,0.00012833462096750736,0.016927778720855713,0.00048736180178821087,0.00048736180178821087,,,,
467,,,,,0.00013923713413532823,0.01907535269856453,0.0005465024150907993,0.0005465024150907993,,,,
468,,,,,0.00011762930080294609,0.014705846086144447,0.00042646084330044687,0.00042646084330044687,,,,
469,,,,,0.0001372739498037845,0.018819190561771393,0.0005391167942434549,0.0005391167942434549,,,,
470,0.00013102848606649786,0.03544308990240097,0.0009515915298834443,0.0009515915298834443,0.00014347086835186929,0.02236703783273697,0.0006309114396572113,0.0006309114396572113,100.0,100.0,2.251787772545448,2.251787772545448
471,,,,,0.00012451894872356206,0.016739562153816223,0.00048074853839352727,0.00048074853839352727,,,,
472,,,,,0.00014718972670380026,0.021538782864809036,0.0006120644393377006,0.0006120644393377006,,,,
473,,,,,0.00014813450980000198,0.021416068077087402,0.0006094689597375691,0.0006094689597375691,,,,
474,,,,,0.00013023533392697573,0.017592020332813263,0.0005049181636422873,0.0005049181636422873,,,,
475,,,,,0.00013222426059655845,0.018146831542253494,0.0005197828868404031,0.0005197828868404031,,,,
476,,,,,0.00013006231165491045,0.01800883561372757,0.0005152520607225597,0.0005152520607225597,,,,
477,,,,,0.00011820922372862697,0.013044890016317368,0.0003852268564514816,0.0003852268564514816,,,,
478,,,,,0.00014102573913987726,0.02221122942864895,0.0006257936474867165,0.0006257936474867165,,,,
479,,,,,0.0001334716653218493,0.018699582666158676,0.0005342253716662526,0.0005342253716662526,,,,
480,0.00013258236867841333,0.036751944571733475,0.0009850898059085011,0.0009850898059085011,0.00011790129792643711,0.015983566641807556,0.00045853975461795926,0.00045853975461795926,100.0,100.0,2.2116398444542518,2.2116398444542518
481,,,,,0.0001491223374614492,0.02098216861486435,0.0005991153884679079,0.0005991153884679079,,,,
482,,,,,0.00014553579967468977,0.019735340029001236,0.0005661514587700367,0.0005661514587700367,,,,
483,,,,,0.00011891712347278371,0.014257973060011864,0.00041590785258449614,0.00041590785258449614,,,,
484,,,,,0.0001462057261960581,0.019797703251242638,0.0005680454196408391,0.0005680454196408391,,,,
485,,,,,0.0001351262180833146,0.016048848628997803,0.0004687843029387295,0.0004687843029387295,,,,
486,,,,,0.00013060649507679045,0.018769005313515663,0.0005345283425413072,0.0005345283425413072,,,,
487,,,,,0.00012761041580233723,0.017522277310490608,0.0005018621450290084,0.0005018621450290084,,,,
488,,,,,0.00013251305790618062,0.01717805489897728,0.0004957079072482884,0.0004957079072482884,,,,
489,,,,,0.00012308619625400752,0.015486504882574081,0.0004487057449296117,0.0004487057449296117,,,,
490,0.00013385701458901167,0.03748243302106857,0.0010039893677458167,0.0010039893677458167,0.0001294127869186923,0.02011587657034397,0.0005676032742485404,0.0005676032742485404,100.0,100.0,2.2817730536827674,2.2817730536827674
491,,,,,0.00014479199307970703,0.01877516321837902,0.0005417750799097121,0.0005417750799097121,,,,
492,,,,,0.00011304223153274506,0.01748637855052948,0.0004936805926263332,0.0004936805926263332,,,,
493,,,,,0.0001552909379824996,0.021690145134925842,0.0006198991322889924,0.0006198991322889924,,,,
494,,,,,0.00013567437417805195,0.020506232976913452,0.0005804930697195232,0.0005804930697195232,,,,
495,,,,,0.00012249319115653634,0.017366494983434677,0.0004954090109094977,0.0004954090109094977,,,,
496,,,,,0.00013379107986111194,0.017330942675471306,0.0005001691170036793,0.0005001691170036793,,,,
497,,,,,0.00013831196702085435,0.019205544143915176,0.0005492945783771574,0.0005492945783771574,,,,
498,,,,,0.00014943246787879616,0.019736817106604576,0.0005681366892531514,0.0005681366892531514,,,,
499,,,,,0.00013513682642951608,0.019730515778064728,0.0005608313367702067,0.0005608313367702067,,,,
500,0.0001325346383964643,0.03684615716338158,0.0009874212555587292,0.0009874212555587292,0.0001236008247360587,0.01764649711549282,0.0005029628518968821,0.0005029628518968821,100.0,100.0,2.3400579599233775,2.3400579599233775
